Categoría,Subcategoría,Nombre,Marca,Precio,Imagen (URL),Enlace,Es flexible
Despensa,Sin subcategoría,Aceite Vegetal Premium 900 ml,PRIMOR,S/ 11,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42757359_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113706602/aceite-vegetal-primor-premium-botella-x-900ml/113706603?exp=tottus,No
Despensa,Sin subcategoría,Six Pack Trozos De Atún En Aceite x 140 g,TOTTUS,S/ 24.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43092552_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/120623057/six-pack-trozos-de-atun-en-aceite-tottus-x-140gr/120623059?exp=tottus,No
Despensa,Sin subcategoría,Arroz Extra Faraón de 5 Kg,FARAON,S/ 30,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41086701_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707060/arroz-extra-faraon-x-5kg/113707061?exp=tottus,No
Despensa,Sin subcategoría,Azúcar Rubia 5 kg,TOTTUS,S/ 20.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40546554_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113705555/azucar-rubia-tottus-x5kg/113705556?exp=tottus,No
Despensa,Sin subcategoría,Arroz Extra Costeño 5 kg,COSTENO,S/ 26.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10472604_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707306/arroz-extra-costeno-5-kg/113707307?exp=tottus,No
Despensa,Sin subcategoría,Aceite Vegetal Clásico 900 ml,PRIMOR,S/ 10,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42757360_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113706444/aceite-vegetal-primor-botella-x-900ml/113706446?exp=tottus,No
Despensa,Sin subcategoría,Gelatina Fresa 130 g,UNIVERSAL,S/ 4.30,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43085642_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/120309510/gelatina-de-fresa-universal-130g/120309511?exp=tottus,No
Despensa,Sin subcategoría,Arroz Extra Añejo Bolsa x 10 Kg,GRAN CHALAN,S/ 42.50,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43406236_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/136951384/arroz-extra-anejo-gran-chalan-x-10-kg/136951387?exp=tottus,No
Despensa,Sin subcategoría,Gelatina Naranja Bolsa 160 g,ROYAL,S/ 2.50,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40683733_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113708927/gelatina-royal-naranja-x160-gr/113708929?exp=tottus,No
Despensa,Sin subcategoría,Aceite de Soya 900 mL,PRECIO UNO,S/ 5.80,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40594675_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707164/aceite-de-soya-precio-uno-x-900ml/113707167?exp=tottus,No
Despensa,Sin subcategoría,Fideos Spaghetti de 950 g,MOLITALIA,S/ 5.20,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42828739_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707254/fideo-molitalia-spaghetti-bolsa-x-950g/113707255?exp=tottus,Sí
Despensa,Sin subcategoría,Sémola 200 g,MOLITALIA,S/ 1,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40378811_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113706232/semola-molitalia-200-gr/113706233?exp=tottus,No
Despensa,Sin subcategoría,Sazonador Ajinomix Pop Corn Mantequilla Caja x 6 Sobres,Sin marca,S/ 3.50,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43376546_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/133453436/AJINOMIX-POP-CORN-SABOR-MANTEQUILLA-36GR/133453440?exp=tottus,No
Despensa,Sin subcategoría,Aceite de Girasol 900 mL,TOTTUS,S/ 6.10,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41297507_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113706214/aceite-de-girasol-tottus-x-900ml/113706215?exp=tottus,No
Despensa,Sin subcategoría,Premezcla para Panqueques Caseros de 720 g,BLANCA FLOR,S/ 9.29,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41462534_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113711622/mezcla-panq-casero-blanca-florx720gr/113711623?exp=tottus,No
Despensa,Sin subcategoría,Pack de Menestras Tottus: 500 g de lentejas + 500 g de arvejas + 500 g de frijoles canarios,TOTTUS,S/ 16.60,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41817187_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707144/tottus-menestras-lenteja-arbeja-y-frijol-canario-41817187/113707145?exp=tottus,No
Despensa,Sin subcategoría,Arroz Extra 5 kg,TOTTUS,S/ 22.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40275956_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113706045/arroz-extra-tottus-x-5-kg/113706046?exp=tottus,No
Despensa,Sin subcategoría,Sopa Instantánea Ajinomen Sabor gallina 80 g,AJINOMOTO,S/ 2,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41074828_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707280/sopa-instantanea-gallinax80gr/113707281?exp=tottus,No
Despensa,Sin subcategoría,Aceite de Oliva Puro 500 mL,EL OLIVAR,S/ 33.50,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10400901_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113713442/aceite-de-oliva-puro-x-500-ml-el-olivar/113713443?exp=tottus,No
Despensa,Sin subcategoría,Crema de Avellanas 371g,NUTELLA,S/ 39.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42305027_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113714990/crema-de-avellanas-nutella-ferrero-x-371gr/113714991?exp=tottus,No
Despensa,Sin subcategoría,Trozos Atún en Aceite Vegetal y Sal 140g,FLORIDA,S/ 5.80,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42327028_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/116029481/trozos-atun-florida-en-aceite-vegetal-y-sal-140g/116029482?exp=tottus,No
Despensa,Sin subcategoría,Spaghetti 950 g,DON VITTORIO,S/ 7,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42722378_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115807056/pasta-trigo-don-vittorio-spaghetti-bolsa-x-950g/115807059?exp=tottus,Sí
Despensa,Sin subcategoría,Fideo Tornillo 250 g - Bolsa 250 gr,PRECIO UNO,S/ 1.30,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41660786_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/118084561/precio-uno-tornillo-41660786/115848861?exp=tottus,No
Despensa,Sin subcategoría,Salsa Tare 300 g,ADELMI,S/ 7.70,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41953384_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113714482/salsa-tare-adelmi-x-330-gr/113714483?exp=tottus,No
Despensa,Sin subcategoría,Fugde Heladero DoyPack x 200 g,BAZO VELARDE,S/ 3.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40320354_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/123557782/fugde-heladero-doy-pack-200gr/123557783?exp=tottus,No
Despensa,Sin subcategoría,Laurel Entero 7 g,TOTTUS,S/ 2.50,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40559396_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113929037/tottus-laurel-x-7g/113929038?exp=tottus,Sí
Despensa,Sin subcategoría,Choclo Dulce Desgranado Lata 425 g,OLIVOS DEL SUR,S/ 8.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43282797_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/129569087/choclo-dulce-desgranado-425gr/129569092?exp=tottus,No
Despensa,Sin subcategoría,SALSA BLANCA EN POLVO TOTTUSX 36 GR,TOTTUS,S/ 2,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42677992_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115855953/salsa-blanca-en-polvo-tottusx-36-gr/115855957?exp=tottus,No
Despensa,Sin subcategoría,Display Chocolate Cookies and Creme Caja 36 Unidades x 43 g,HERSHEYS,S/ 151.20,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43462339_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/139495994/hersheys-cnc-disp-x-36u-x-43g/139495995?exp=tottus,No
Despensa,Sin subcategoría,Sémola 200 g,TOTTUS,S/ 0.60,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42257709_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707653/semola-tottus-x-200-gr/113707656?exp=tottus,Sí
Despensa,Sin subcategoría,Arroz Extra Costeño 750 g,COSTENO,S/ 4.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10472603_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707117/arroz-extra-costeno-34-kg/113707119?exp=tottus,No
Despensa,Sin subcategoría,Chocoriz Kids 380G,TOTTUS,S/ 13.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42673664_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/117001738/chocoriz-tottus-kids-380g/117001739?exp=tottus,No
Despensa,Sin subcategoría,Fideos Penne Rigate Premium de 500 g,TOTTUS,S/ 5.40,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42326944_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/116239862/penne-rigate-tottus-x-500-gr/116239863?exp=tottus,No
Despensa,Sin subcategoría,MANJARBLANCO X 500G,BONLE,S/ 10.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42946518_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/117017111/bonle-manjarblanco-x-500g/117017112?exp=tottus,No
Despensa,Sin subcategoría,Salsa Vinagreta Clásica Valle Fértil 370 g,VALLE FERTIL,S/ 9.80,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40532124_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113712430/vinagreta-clasica-valle-fertil-370g/113712431?exp=tottus,No
Despensa,Sin subcategoría,Mostaza amarilla,TOTTUS,S/ 9.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41709611_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113930648/mostaza-amarilla-tottus-x-397g/113930649?exp=tottus,No
Despensa,Sin subcategoría,Mini Pingüinos Marinela - 10 unidades,BIMBO,S/ 10.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42435555_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707244/mini-pinguino-x-200g/113707245?exp=tottus,No
Despensa,Sin subcategoría,Picarones Buñuelos 165 g,PROVENZAL,S/ 11.50,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10337894_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115986426/picarones-c-miel-caja-x-165gr/115986427?exp=tottus,No
Despensa,Sin subcategoría,Fideos Spaghetti Libre de Gluten 400g,TOTTUS,S/ 6.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42385021_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/114116430/spaghetti-libre-de-gluten-tottus-x-400-gr/114116431?exp=tottus,No
Despensa,Sin subcategoría,Arroz Extra 750 g,PACASMAYO,S/ 4.70,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43254709_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/128324179/arroz-extra-pacasmayo-750g/128324181?exp=tottus,No
Despensa,Sin subcategoría,Puré de Tomate Pomarola Concentrado 110 g,MOLITALIA,S/ 1.80,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42622118_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113712086/pure-tomate-pomarola-concentrado-doypack-x-110g/113712087?exp=tottus,No
Despensa,Sin subcategoría,Orégano Pack 6 Unidades,SIBARITA,S/ 1.10,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40723197_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113706031/oregano-sibarita-x-35-gr-x-6-unid/113706032?exp=tottus,Sí
Despensa,Sin subcategoría,Aceite vegetal de 900 mL,TOTTUS,S/ 6.10,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42842306_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115776531/aceite-vegetal-tottus-x-900ml/115776532?exp=tottus,No
Despensa,Sin subcategoría,Mayonesa 475 g,ALACENA,S/ 12.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10170543_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113712628/mayonesa-alacena-doypack-x-475g/113712629?exp=tottus,No
Despensa,Sin subcategoría,Chocolate Kisses Cookies And Creme Empaque 102 g,HERSHEYS,S/ 17.50,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42249510_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115874983/kisses-cookies-n-creme-102gr/115874984?exp=tottus,No
Despensa,Sin subcategoría,Fideo Spaghetti 500 g,GRANO DE ORO,S/ 2.80,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40119582_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115848850/fideo-spaguetti-grano-de-orox500gr/115848851?exp=tottus,No
Despensa,Sin subcategoría,Lenteja Costeño 500 g,COSTENO,S/ 5.40,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10167792_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115813339/costeno-lenteja-x-500-gr/115813340?exp=tottus,No
Despensa,Sin subcategoría,Fourpack Gelatina Sabor Naranja Yopi 480 g,LAIVE,S/ 9.20,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43276601_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/129238077/4pack-gelatina-sabor-naranja-yopi-480g/129238078?exp=tottus,No
Despensa,Sin subcategoría,Arroz Costeño Añejo Extra Costeño 5Kg,COSTENO,S/ 26.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43166081_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/124763714/arroz-anejo-extra-costeno-5kg/124763716?exp=tottus,No
Despensa,Sin subcategoría,PASTA SPAGUETTI X 950G,TOTTUS,S/ 5.40,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42987604_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/117250444/pasta-spaguetti-tottus-x-950g/117250445?exp=tottus,No
Despensa,Sin subcategoría,Aceite de Oliva Extra Virgen 2 L,TOTTUS,S/ 102.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42187245_01/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113712868/aceite-de-oliva-extra-virgen-tottus-x2l/113712869?exp=tottus,No
Despensa,Sin subcategoría,Hellmanns Mayonesa Original Doypack 475 g,HELLMANN'S,S/ 14.90,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43254705_1/width=240,height=240,quality=70,format=webp,fit=pad",https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/128324177/hellmanns-mayonesa-original-doypack-475g/128324180?exp=tottus,No
Despensa,Sin subcategoría,Harina de Maíz Blanco Precocido 1 kg,PAN,S/ 8.50,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/114405041/harina-de-maiz-bl-precocido-x-1kg/114405042?exp=tottus,No aplica
Despensa,Sin subcategoría,SALSA PESTO EN POLVO TOTTUSX 30 GR,TOTTUS,S/ 2,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115855858/salsa-pesto-en-polvo-tottusx-30-gr/115855859?exp=tottus,No aplica
Despensa,Sin subcategoría,CREMA DE AVELLANAS FERRERO X 220GR,NUTELLA,S/ 29.90,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707921/crema-de-avellanas-nutella-ferrero-x-220gr/113707922?exp=tottus,No aplica
Despensa,Sin subcategoría,Caldo Sabor Carne Doña Gusta 6 Unidades,AJINOMOTO,S/ 1.10,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113706548/dona-gusta-caldo-carne-en-polvo-cjx6-sachets/113706549?exp=tottus,No aplica
Despensa,Sin subcategoría,Vinagreta Finas Hierbas 200 mL,EL OLIVAR,S/ 10.20,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113714748/el-olivar-vinagreta-finas-hierbas-10389129/113714749?exp=tottus,No aplica
Despensa,Sin subcategoría,Corazón Alcachofas En Salmuera Frasco x 410 g,OLIVOS DEL SUR,S/ 17.60,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/138899767/corazon-alca-salmu-olivos-del-sur-410-g/138899772?exp=tottus,No aplica
Despensa,Sin subcategoría,Cobertura Bitter Negusa x 600 g,Sin marca,S/ 14.99,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/135053626/cobertura--bitter--negusa--600gr/135053632?exp=tottus,No aplica
Despensa,Sin subcategoría,GELATINA SABOR NARANJA LIGHT X 22G,TOTTUS,S/ 2.90,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113936127/gelatina-sabor-naranja-light-tottus-x-22g/113936128?exp=tottus,No aplica
Despensa,Sin subcategoría,Granola Bites Cinammon Roll Sumkha Envase x 100 g,Sin marca,S/ 8.90,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/138899826/granola-bites-cinammon-roll-sumkha-100g/138899828?exp=tottus,No aplica
Despensa,Sin subcategoría,Sal de mar para cocina de 1 kg,MARINA,S/ 2,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707784/sal-marina-emsal-cocina-bolsa-x-1-kg/113707787?exp=tottus,No aplica
Despensa,Sin subcategoría,Fideo Codo Mediano Rayado Bolsa 235g,MOLITALIA,S/ 1.60,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/120062270/fideo-molitalia-codo-mediano-rayado-bolsa-235g/120062271?exp=tottus,No aplica
Despensa,Sin subcategoría,Arroz Extra 5 Kg,PAISANA,S/ 23.90,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113705624/arroz-paisana-extra-5-kg/113705625?exp=tottus,No aplica
Despensa,Sin subcategoría,Helado Sabor Chocolate Con Stevia 50 g,UNIVERSAL,S/ 5.10,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115724888/helado-con-stevia-sabor-chocolat-universal-x50gr/115724889?exp=tottus,No aplica
Despensa,Sin subcategoría,Lentejas bebé de 1 kg,TOTTUS,S/ 10.50,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113707629/tottus-lenteja-bebe-tottus-x-1kg/113707630?exp=tottus,No aplica
Despensa,Sin subcategoría,Curry en Polvo 56.7 g,BADIA,S/ 11.10,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/113706534/frasco-curry-en-polvo-x-5670-gr-badia/113706535?exp=tottus,No aplica
Despensa,Sin subcategoría,Ketchup 380 g,TOTTUS,S/ 5.90,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/116652787/ketchup-tottus-x-380-g/116652788?exp=tottus,No aplica
Despensa,Sin subcategoría,Salsa Hunts Picante Wings 550 g,HUNT,S/ 17.50,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/128324176/salsa-hunts-picante-wings-550g/128324178?exp=tottus,No aplica
Despensa,Sin subcategoría,Salsa Bbq Original 510 g,TOTTUS,S/ 9.90,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115890595/salsa-barbecue-original-tottus-510g/115890596?exp=tottus,No aplica
Despensa,Sin subcategoría,Mezcla Concentrada Leche Topping x 397 g,NESTLE,S/ 5.50,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/135908266/MEZCLA-CONCEN-LECHE-NESTLE-TOPPING-X397G/135908267?exp=tottus,No aplica
Despensa,Sin subcategoría,Salsa Bbq Picante Valle Fértil 370 g,VALLE FERTIL,S/ 10.30,Sin imagen,https://tottus.falabella.com.pehttps://tottus.falabella.com.pe/tottus-pe/product/115862182/salsa-bbq-picante-valle-fertil-420g/115862183?exp=tottus,No aplica
